Título,Nota,URL,Etiquetas,Comentario
Restaurante Zona Tropical,Mexicano correcto,https://www.google.com/maps/place/Restaurante+Zona+Tropical/data=!4m2!3m1!1s0xd4228728b2e19a9:0x6b93dd02077748aa,,
Las Mañanitas,Buen mexicano ,https://www.google.com/maps/place/Las+Ma%C3%B1anitas/data=!4m2!3m1!1s0xd422889be9a33f9:0x75f61e45ba72e502,,
Lamucca de Prado,Buena franquicia,https://www.google.com/maps/place/Lamucca+de+Prado/data=!4m2!3m1!1s0xd422862b38c590b:0x377dd10b2206ed1c,,
Oven Mozzarella Gran Vía 6,Buena franquicia,https://www.google.com/maps/place/Oven+Mozzarella+Gran+V%C3%ADa+6/data=!4m2!3m1!1s0xd4228869f8b4d7f:0x4e0313ab7ce8471,,
Araldo Sandoval,Pizzas ricas pero no napolitanas,https://www.google.com/maps/place/Araldo+Sandoval/data=!4m2!3m1!1s0xd422982b159a9fb:0x6b3e2c621f0d918c,,
Mercato Italiano,Rico mercado italiano,https://www.google.com/maps/place/Mercato+Italiano/data=!4m2!3m1!1s0xd4228f0e6787e17:0x879c2862551453ce,,
La Bientirada Quevedo 🍴,Muy rico de tapas y tarta de queso,https://www.google.com/maps/place/La+Bientirada+Quevedo+%F0%9F%8D%B4/data=!4m2!3m1!1s0xd42290b034682e5:0x6e7399bdd3a229d2,,
Trattoria di Sandro,Italiano correcto,https://www.google.com/maps/place/Trattoria+di+Sandro/data=!4m2!3m1!1s0xd418ec9a7949107:0xdc7168d4bf0bcecf,,
Taquería Mi Ciudad,Tacos top y muy barato,https://www.google.com/maps/place/Taquer%C3%ADa+Mi+Ciudad/data=!4m2!3m1!1s0xd4228794eedd04f:0xe0214aae3da4c07d,,
Steakburger,Muy correcto,https://www.google.com/maps/place/Steakburger/data=!4m2!3m1!1s0xd4228885b052ba3:0x34bf035b10de6c5e,,
Mercado San Antón,Mercado muy chulo y rico,https://www.google.com/maps/place/Mercado+San+Ant%C3%B3n/data=!4m2!3m1!1s0xd4229fdcad116d1:0xe16cc8a08eb6db4b,,
Bar La Campana,Bocatas calamares top,https://www.google.com/maps/place/Bar+La+Campana/data=!4m2!3m1!1s0xd42287f228ad10f:0xce01fda329a51776,,
Mesón de la Tortilla,Sitio muy español tortillas ricas ,https://www.google.com/maps/place/Mes%C3%B3n+de+la+Tortilla/data=!4m2!3m1!1s0xd422878d5e61dd5:0x9136bb1249f0c50f,,
Its Pinsa,Muy buenas las pizzas romanas,https://www.google.com/maps/place/Its+Pinsa/data=!4m2!3m1!1s0xd422994cd3c844d:0x29b9ad313d858cef,,
Mercado de San Miguel,"Muy rico, un pelín caro depende",https://www.google.com/maps/place/Mercado+de+San+Miguel/data=!4m2!3m1!1s0xd42287921196e2d:0x162fe6d34dd190e8,,
Malatesta di San Gines,Muy correcto y muy chulo,https://www.google.com/maps/place/Malatesta+di+San+Gines/data=!4m2!3m1!1s0xd42287ebf2e1767:0x8714327ed84ae59c,,
Fellina Restaurante,Muy rico pero un pelín caro,https://www.google.com/maps/place/Fellina+Restaurante/data=!4m2!3m1!1s0xd42288da13948dd:0x206f819d2c9979bc,,
V Modern Italian,Italiano muy bueno y más con el tenedor,https://www.google.com/maps/place/V+Modern+Italian/data=!4m2!3m1!1s0xd42292d0939b9b9:0xbef3e02d837e46c,,
Sala Cero,"Muy caro, 105€ el menú pero merecido",https://www.google.com/maps/place/Sala+Cero/data=!4m2!3m1!1s0xd42290070ce7e77:0xac318ba5ec7d9190,,
Sala de Despiece,Muy rico pero caro,https://www.google.com/maps/place/Sala+de+Despiece/data=!4m2!3m1!1s0xd4228f424eac6e5:0xf701c7bd82329aca,,
Restaurant Swagat,Indio muy rico,https://www.google.com/maps/place/Restaurant+Swagat/data=!4m2!3m1!1s0xd4228c7df2b4343:0xc77ea1d7ee4b61d1,,
Totò e Peppino,Pizzas napolitanas muy ricas cannavaro,https://www.google.com/maps/place/Tot%C3%B2+e+Peppino/data=!4m2!3m1!1s0xd42288f9c793dcd:0xba7583aaacb5731c,,
La Mordida,Mexicano muy rico,https://www.google.com/maps/place/La+Mordida/data=!4m2!3m1!1s0xd42287945fc6557:0x7b9cdd4e22cb809f,,
MAWEY Taco Bar - Gran Vía,Mexicano muy top con cocteles ricos ,https://www.google.com/maps/place/MAWEY+Taco+Bar+-+Gran+V%C3%ADa/data=!4m2!3m1!1s0xd42293cd9a5d0eb:0x1fdb2cc3418416d2,,
La Prensa Burgers and Beers - Sagasta,Muy ricas smash burguers y cervezas artesanales,https://www.google.com/maps/place/La+Prensa+Burgers+and+Beers+-+Sagasta/data=!4m2!3m1!1s0xd4229cacf9376a1:0xc497f463bc211662,,
La Fonda Lironda,"Muy chulo, con ambiente pero caro",https://www.google.com/maps/place/La+Fonda+Lironda/data=!4m2!3m1!1s0xd42292b47529f49:0x2145cf25cf952aaf,,
El Chaparrito,Mexicano correcto con ofertas de tacos y sangria,https://www.google.com/maps/place/El+Chaparrito/data=!4m2!3m1!1s0xd4228819fc589df:0x509b3abe8462eebf,,
Restaurante Vegetariano Artemisa - Huertas,Vegetariano rico,https://www.google.com/maps/place/Restaurante+Vegetariano+Artemisa+-+Huertas/data=!4m2!3m1!1s0xd42288173a48fab:0x1df907c027c3e0ed,,
Tacos Chapultepec,Muy rico mexicano y barato,https://www.google.com/maps/place/Tacos+Chapultepec/data=!4m2!3m1!1s0xd42288a67a6e041:0xbc55956f0c8051fc,,
Gran Barril,"Muy rico, carete ",https://www.google.com/maps/place/Gran+Barril/data=!4m2!3m1!1s0xd4228baaf137ca9:0x29529f4b0890213f,,
TGB - The Good Burger,,https://www.google.com/maps/place/TGB+-+The+Good+Burger/data=!4m2!3m1!1s0xd4229c656248ccb:0x42184549e42a796c,,
Arturo´s Fuenlabrada Restaurante,Bueno pero caro,https://www.google.com/maps/place/Arturo%C2%B4s+Fuenlabrada+Restaurante/data=!4m2!3m1!1s0xd418b3425a260b5:0xcbc17a62e7c79d6a,,
Abadía cervecería,Raciones buenas,https://www.google.com/maps/place/Abad%C3%ADa+cervecer%C3%ADa/data=!4m2!3m1!1s0xd418b979f8643eb:0x78d839c5d285524f,,
MASSART GOYA,Franquicia de pizza fina buena ,https://www.google.com/maps/place/MASSART+GOYA/data=!4m2!3m1!1s0xd4228a33fb397e1:0xb6970ea250301d9c,,
MASSART MONCLOA,Franquicia Pizza fina rica,https://www.google.com/maps/place/MASSART+MONCLOA/data=!4m2!3m1!1s0xd422841864ec829:0x3f3b8645eabdfeef,,
My Pasta Room - Restaurante Italiano Madrid,Pasta casera rica,https://www.google.com/maps/place/My+Pasta+Room+-+Restaurante+Italiano+Madrid/data=!4m2!3m1!1s0xd4229afb084f027:0x18ddd8f9bf75ad42,,
Alegrías La Mojiteria,Menú 11€ espectacular ,https://www.google.com/maps/place/Alegr%C3%ADas+La+Mojiteria/data=!4m2!3m1!1s0xd4229d8846d5cbd:0xeb1244d3c0e6db5f,,
Awki Nikkei - Restaurante Peruano,Peruano fusión muy rico,https://www.google.com/maps/place/Awki+Nikkei+-+Restaurante+Peruano/data=!4m2!3m1!1s0xd422954ba589267:0x794934f548e6b745,,
Diurno Restaurante & Bar,Rico y elegante,https://www.google.com/maps/place/Diurno+Restaurante+%26+Bar/data=!4m2!3m1!1s0xd422885daae918b:0xc6278b06b6360623,,
Pink's!!,Smash burgueses muy ricas,https://www.google.com/maps/place/Pink's!!/data=!4m2!3m1!1s0xd4229447c1c8b01:0x6eea270450865870,,
BURGERJAZZ High-Quality Smash Burger, smash burgers muy ricas,https://www.google.com/maps/place/BURGERJAZZ+High-Quality+Smash+Burger/data=!4m2!3m1!1s0xd4227565de66647:0x2ff2e7cbee9aad99,,
La Maruca,Muy rico cántabro ,https://www.google.com/maps/place/La+Maruca/data=!4m2!3m1!1s0xd4229182b7fae6f:0x535c890057f1b549,,
Frankie Burgers Espronceda | Hamburguesería Madrid,Hamburguesas ricas y tarta de queso como la mia,https://www.google.com/maps/place/Frankie+Burgers+Espronceda+%7C+Hamburgueser%C3%ADa+Madrid/data=!4m2!3m1!1s0xd422988e2ad2443:0x96ef7f981cce2072,,
Pizzeria Fratelli Figurato,Top pizzas napolitanas,https://www.google.com/maps/place/Pizzeria+Fratelli+Figurato/data=!4m2!3m1!1s0xd4228f6accea37f:0x527cfae0e9c678b4,,
Mo de Movimiento,Pizzas muy ricas y tarta de queso fuerte rica,https://www.google.com/maps/place/Mo+de+Movimiento/data=!4m2!3m1!1s0xd422919d15d9323:0x2feaa5545f3b915b,,
Luna Rossa,Top pizzas napolitanas,https://www.google.com/maps/place/Luna+Rossa/data=!4m2!3m1!1s0xd4228634d8baded:0x52a93112a8b9b2b5,,
Villa Capri,"Muy bonito y muy rico, a little caro",https://www.google.com/maps/place/Villa+Capri/data=!4m2!3m1!1s0xd4229b36fce2663:0x3dd6cd1f29614963,,
Rubaiyat Madrid,"Espectacular la carne, caro",https://www.google.com/maps/place/Rubaiyat+Madrid/data=!4m2!3m1!1s0xd42291967a84f0f:0x9ba2bbda059d10b6,,
La Vaca Argentina Ayala,Muy rico sitio de carne y no caro,https://www.google.com/maps/place/La+Vaca+Argentina+Ayala/data=!4m2!3m1!1s0xd4229f35e507f93:0x9ef8483553ad3b78,,
Papúa,Rico pero un pelín caro,https://www.google.com/maps/place/Pap%C3%BAa/data=!4m2!3m1!1s0xd422939706a3e83:0x8b988234cc7af75,,
Amazónico,Muy bueno y fancy pero caro,https://www.google.com/maps/place/Amaz%C3%B3nico/data=!4m2!3m1!1s0xd422899dc90366b:0xce28a1dc0f39911d,,
ComerDCine,"Muy curioso, fancy y rico, no tan caro",https://www.google.com/maps/place/ComerDCine/data=!4m2!3m1!1s0xd422984f241a0bb:0xb1a0711572f78153,,
Ornella Velázquez,Italiano muy rico,https://www.google.com/maps/place/Ornella+Vel%C3%A1zquez/data=!4m2!3m1!1s0xd422898216f9e11:0xfe3e6722eec88d07,,
Cómete México,"Mexicano rico pero caro, solo con el tenedor",https://www.google.com/maps/place/C%C3%B3mete+M%C3%A9xico/data=!4m2!3m1!1s0xd4228bcb6fa9397:0xcf861c2a9757801b,,
Pizzería Reginella,Pizza muy rica napolitana,https://www.google.com/maps/place/Pizzer%C3%ADa+Reginella/data=!4m2!3m1!1s0xd42294be1b8d8a1:0x8c21370c3d0d6f3a,,
La Bistroteca,Mejor hamburguesa ,https://www.google.com/maps/place/La+Bistroteca/data=!4m2!3m1!1s0xd4228bcc8d074b5:0xf6ed871279810e38,,
La Bistroteca (General Pardiñas),Mejor hamburguesa,https://www.google.com/maps/place/La+Bistroteca+(General+Pardi%C3%B1as)/data=!4m2!3m1!1s0xd4229233311981d:0x2a870bbcb2717057,,
Yakitoro by Chicote,Japonés chicote muy rico,https://www.google.com/maps/place/Yakitoro+by+Chicote/data=!4m2!3m1!1s0xd4228842479dafb:0x298da6db7fb331e6,,
Mercado de la Reina 12,Comida española rica,https://www.google.com/maps/place/Mercado+de+la+Reina+12/data=!4m2!3m1!1s0xd422886950761c3:0xa47395ae4e5866b0,,
Lettera 22,Italiano buenísimo ,https://www.google.com/maps/place/Lettera+22/data=!4m2!3m1!1s0xd422983c5b6e019:0xd3db853b511781c4,,
Trattoria Pulcinella,Italiano top,https://www.google.com/maps/place/Trattoria+Pulcinella/data=!4m2!3m1!1s0xd42288f15442df5:0xba038b5e03cc1a85,,
Gran Café Santander,El más caro del grupo cañadio pero está con la tarta de queso top,https://www.google.com/maps/place/Gran+Caf%C3%A9+Santander/data=!4m2!3m1!1s0xd42288eedf47f37:0xf3a17fb82d27d619,,
dNorte,Restaurante cántabro muy bueno,https://www.google.com/maps/place/dNorte/data=!4m2!3m1!1s0xd42287dbeeee35b:0xb96386d4a06a2948,,
NAP Lavapies,Pizza napolitana top relación calidad precio,https://www.google.com/maps/place/NAP+Lavapies/data=!4m2!3m1!1s0xd42262af90ce703:0x19475fb4360f140a,,
Restaurante Ginger,Top relación calidad precio,https://www.google.com/maps/place/Restaurante+Ginger/data=!4m2!3m1!1s0xd422880728c30ed:0xc36327d4021b5520,,
Inclan Brutal Bar l Restaurante temático Madrid,"Fancy, un pelín caro pero buenísimo cócteles y croquetas",https://www.google.com/maps/place/Inclan+Brutal+Bar+l+Restaurante+tem%C3%A1tico+Madrid/data=!4m2!3m1!1s0xd42288066c3fa3f:0x4c115f1b554bf55a,,
Ocafú Prado. Taberna Gallega,Comida española rica,https://www.google.com/maps/place/Ocaf%C3%BA+Prado.+Taberna+Gallega/data=!4m2!3m1!1s0xd42288232e1568f:0x74ff9d2f9bf27551,,
El 5 de Tirso,Muy buenas raciones y baratas,https://www.google.com/maps/place/El+5+de+Tirso/data=!4m2!3m1!1s0xd422763788c9ffd:0xfafb091afd536b6a,,
Gelato Lab,Helado top,https://www.google.com/maps/place/Gelato+Lab/data=!4m2!3m1!1s0xd42279d2c58a035:0x6cd3dfb52cc09eb2,,
LaLina Bravas y Tapas La Latina - gluten free,Muy buenas tapas,https://www.google.com/maps/place/LaLina+Bravas+y+Tapas+La+Latina+-+gluten+free/data=!4m2!3m1!1s0xd4227d66cb14ac1:0xd0ca2ccc9fb718e8,,
Taberna La Buha La Latina,Buenas tapas y tintos,https://www.google.com/maps/place/Taberna+La+Buha+La+Latina/data=!4m2!3m1!1s0xd4227d636f11049:0x9b6cdd6f75b95faa,,
El Viajero,Buenas tapas en la latina,https://www.google.com/maps/place/El+Viajero/data=!4m2!3m1!1s0xd4227d633871cdd:0x1a43680d0ba7240e,,
Restaurante Kuche,"Rico pero muy caro, solo con el tenedor",https://www.google.com/maps/place/Restaurante+Kuche/data=!4m2!3m1!1s0xd42286f608c35b7:0x11e585d05ca5af8c,,
Frida Intima Gastro Galeria,Mexicano muy bueno pero un pelín caro,https://www.google.com/maps/place/Frida+Intima+Gastro+Galeria/data=!4m2!3m1!1s0xd4229f1c3a22f77:0x675598d9edc052d4,,
Briochef Burgers Madrid,Hamburguesas espectaculares ,https://www.google.com/maps/place/Briochef+Burgers+Madrid/data=!4m2!3m1!1s0xd4229b3e595925d:0x41a77ab5e7d966dc,,
PORNEAT | La Latina,Muy buena hamburgueseria,https://www.google.com/maps/place/PORNEAT+%7C+La+Latina/data=!4m2!3m1!1s0xd42277309b96007:0x56ee4a9de9e0bf6f,,
Yatai Market,Mercado comida asiática ,https://www.google.com/maps/place/Yatai+Market/data=!4m2!3m1!1s0xd42287ff42755a7:0xd08be825faeb6596,,
TANDOORI MASALA INDIAN CUISINE,Indio correcto,https://www.google.com/maps/place/TANDOORI+MASALA+INDIAN+CUISINE/data=!4m2!3m1!1s0xd418b6e9e86dc57:0x2a1ce0649ec0c5a6,,
Shampan Indian Restaurante,Indio muy rico,https://www.google.com/maps/place/Shampan+Indian+Restaurante/data=!4m2!3m1!1s0xd42297ab1169c81:0x87cb4de4d51688a3,,
Baldoria Madrid | RESTAURANTE ITALIANO,Top pizzas napolitanas,https://www.google.com/maps/place/Baldoria+Madrid+%7C+RESTAURANTE+ITALIANO/data=!4m2!3m1!1s0xd4229dc721d9e75:0x14c1c1cc72901d75,,
La Bien Aparecida,"Menú espectacular, tarta de queso top",https://www.google.com/maps/place/La+Bien+Aparecida/data=!4m2!3m1!1s0xd4228a4a90ea661:0x9075ada7d6086f1a,,
La Diavla “Mexican&Wild”,"Mexicano correcto, tres leches espectacular ",https://www.google.com/maps/place/La+Diavla+%E2%80%9CMexican%26Wild%E2%80%9D/data=!4m2!3m1!1s0xd4228a30aba61e3:0x65ac01366128d82,,
Restaurante Allegra,"Italiano top, romántico y ligeramente caro",https://www.google.com/maps/place/Restaurante+Allegra/data=!4m2!3m1!1s0xd422948fd9dfdc7:0x56ceceb5870e5cc3,,
Sa Brisa Restaurante en El Retiro,Restaurante balear muy bueno,https://www.google.com/maps/place/Sa+Brisa+Restaurante+en+El+Retiro/data=!4m2!3m1!1s0xd42297ea6fbf049:0x33fd88031541b492,,
La Primera,"Tarta de queso top, comida cántabra moderna",https://www.google.com/maps/place/La+Primera/data=!4m2!3m1!1s0xd42287b2fb90629:0xdea21ffa5933d6a2,,
Bodega de los Secretos,"Romántico, opción de menú espectacular ",https://www.google.com/maps/place/Bodega+de+los+Secretos/data=!4m2!3m1!1s0xd422628578d32dd:0xa0d8cd907bd1562f,,
Los Rotos,Bocatas o sartenes muy ricas y baratas,https://www.google.com/maps/place/Los+Rotos/data=!4m2!3m1!1s0xd4226282ba54f59:0xa69bb8a6938ac019,,
La Nave Burger,"Hamburguesas americanas, 2 oportunidad",https://www.google.com/maps/place/La+Nave+Burger/data=!4m2!3m1!1s0xd42215f252e5d1d:0xffbf88798dada057,,
Rock & Grill - El Viajero -,Hamburguesas caseras y ricas,https://www.google.com/maps/place/Rock+%26+Grill+-+El+Viajero+-/data=!4m2!3m1!1s0xd41999e715bf971:0x22255dc34c841cd9,,
Ingenio Club,Muy rico con menú del dia,https://www.google.com/maps/place/Ingenio+Club/data=!4m2!3m1!1s0xd4199414ecaa497:0x4d844941a4043fbe,,
Restaurante Terraza Amphora,"No está mal, familiar",https://www.google.com/maps/place/Restaurante+Terraza+Amphora/data=!4m2!3m1!1s0xd418946eb4678fb:0x5d514ec8c88af972,,
Ristorante Pizzeria - Napoli Dei Borboni,Italiano con clase y muy rico,https://www.google.com/maps/place/Ristorante+Pizzeria+-+Napoli+Dei+Borboni/data=!4m2!3m1!1s0xd418941074e9c5b:0x608f9e3505bb817c,,
Grosso Napoletano,Franquicia buena,https://www.google.com/maps/place/Grosso+Napoletano/data=!4m2!3m1!1s0xd4189c7ab3c82c7:0xe0172ce5d5370e4,,
Pirata's,"Correcto, sales con olor ",https://www.google.com/maps/place/Pirata's/data=!4m2!3m1!1s0xd418eb6a7cba32b:0x45b37ba0ef1540e7,,
LA FEDERALA ALCORCÓN 🇲🇽,"Buen mexicano, menú come todo lo que quieras mejorable",https://www.google.com/maps/place/LA+FEDERALA+ALCORC%C3%93N+%F0%9F%87%B2%F0%9F%87%BD/data=!4m2!3m1!1s0xd4189563cc8ae59:0x30a02f0156b24379,,
Restaurante Baserri,Buen sitio castizo,https://www.google.com/maps/place/Restaurante+Baserri/data=!4m2!3m1!1s0xd4220950c3920ef:0x9d037cdc328aab42,,
Hamburguesería Goiko,Franquicia correcta para apuros,https://www.google.com/maps/place/Hamburgueser%C3%ADa+Goiko/data=!4m2!3m1!1s0xd42213a0029f073:0x1c218fb161a4fb66,,
The Fitzgerald Burger Company,Hamburguesas muy buenas mejor que Williamsburg ,https://www.google.com/maps/place/The+Fitzgerald+Burger+Company/data=!4m2!3m1!1s0xd418ffd8317cbb7:0x2fb862f708c681e6,,
Amazonia Wok,Buffet sobrevalorado,https://www.google.com/maps/place/Amazonia+Wok/data=!4m2!3m1!1s0xd418f377dcc2aeb:0x8ae2fd029d60b82,,
Kamado Asian Food,"Asiático chulo, pad thai como tailandia",https://www.google.com/maps/place/Kamado+Asian+Food/data=!4m2!3m1!1s0xd418f1ac2bcb3c9:0xa76bf52d9fa40ca6,,
Chido Castizo & Chingón,Mexicano mejorable pero tarta de queso rica,https://www.google.com/maps/place/Chido+Castizo+%26+Ching%C3%B3n/data=!4m2!3m1!1s0xd418f237f57b997:0xe5192eec16ff4aeb,,
DITALY,Italiano relación calidad precio muy bueno y tartas de queso espectaculares,https://www.google.com/maps/place/DITALY/data=!4m2!3m1!1s0xd418f38d4e6f14f:0x87dbe3a27bd17c78,,
Williamsburg Grill and Beer - C.C. X-Madrid - Alcorcón,Hamburguesas buenas,https://www.google.com/maps/place/Williamsburg+Grill+and+Beer+-+C.C.+X-Madrid+-+Alcorc%C3%B3n/data=!4m2!3m1!1s0xd418f60866a7831:0x9489b4b0bc622708,,
Flanagans Burguer,"Hamburguesas ricas, patatas de locos ",https://www.google.com/maps/place/Flanagans+Burguer/data=!4m2!3m1!1s0xd418d32e2fb656d:0x50c8e023147454f2,,
Restaurante La Revancha,"Nachos y margarita espectaculares, burrito meh",https://www.google.com/maps/place/Restaurante+La+Revancha/data=!4m2!3m1!1s0xd422888cb4f001d:0xab326030848b54af,,
Asador de Salamanca,Menú del día top,https://www.google.com/maps/place/Asador+de+Salamanca/data=!4m2!3m1!1s0xd418a25e67664c3:0x6905786cb6d0e3ae,,
Restaurante Los Frailes,"Menú del día caro, elegante y bueno ",https://www.google.com/maps/place/Restaurante+Los+Frailes/data=!4m2!3m1!1s0xd418a25237a9a57:0x15e38529c09d1e34,,
Twister Rock&Food El Carrascal,Foster hollywood mejorado,https://www.google.com/maps/place/Twister+Rock%26Food+El+Carrascal/data=!4m2!3m1!1s0xd42270882d45665:0x18d0b116f876779f,,
trattoria venecia,Pasta rica ,https://www.google.com/maps/place/trattoria+venecia/data=!4m2!3m1!1s0xd42216c1f8cf8f5:0x30408659f4b3d2f6,,
Restaurante Cafetería El Paisa,Colombiano bueno,https://www.google.com/maps/place/Restaurante+Cafeter%C3%ADa+El+Paisa/data=!4m2!3m1!1s0xd4221cbec34cc47:0xfe23ccf3b301d346,,
Restaurante Casa de Pías,"Caro, elegante y bueno",https://www.google.com/maps/place/Restaurante+Casa+de+P%C3%ADas/data=!4m2!3m1!1s0xd42209703566759:0x4a453871647ba0a9,,
Celestial Urban Burgers,Hamburguesas correctaa,https://www.google.com/maps/place/Celestial+Urban+Burgers/data=!4m2!3m1!1s0xd4221e05ac91811:0xf03bdf3653cc1630,,
La Venganza De Malinche | Restaurante Mexicano | Getafe,Mexicano correcto ,https://www.google.com/maps/place/La+Venganza+De+Malinche+%7C+Restaurante+Mexicano+%7C+Getafe/data=!4m2!3m1!1s0xd42209717290d77:0xfb102355469aa1b1,,
Restaurante Molcajete & Tejolote GETAFE,Mexicano top,https://www.google.com/maps/place/Restaurante+Molcajete+%26+Tejolote+GETAFE/data=!4m2!3m1!1s0xd4221b73d023583:0xa8ec8af9e18cce2e,,
Cafetería Hiedra Tortillería Arrocería,,https://www.google.com/maps/place/Cafeter%C3%ADa+Hiedra+Tortiller%C3%ADa+Arrocer%C3%ADa/data=!4m2!3m1!1s0xd418a7e8a7e8607:0x7adad583241c9105,,
Restaurante La Bella Pizza,,https://www.google.com/maps/place/Restaurante+La+Bella+Pizza/data=!4m2!3m1!1s0xd418a7fac6d0d09:0x9479d1cf378dd787,,
EL RINCÓN DE BUENAVISTA,Raciones normales buenas,https://www.google.com/maps/place/EL+RINC%C3%93N+DE+BUENAVISTA/data=!4m2!3m1!1s0xd418ba2b20ff111:0xbae52373ee3a2019,,
Restaurante D'Angeluss,Raciones buenas,https://www.google.com/maps/place/Restaurante+D'Angeluss/data=!4m2!3m1!1s0xd418a70091af7db:0x345159e9c6350097,,
Gastrotaberna Carmela,,https://www.google.com/maps/place/Gastrotaberna+Carmela/data=!4m2!3m1!1s0xd418b9e0e8964d1:0xeaacd6be93acce4b,,
Restaurante Tabola,Menú del día bueno,https://www.google.com/maps/place/Restaurante+Tabola/data=!4m2!3m1!1s0xd418b5ac43935ed:0x367ada50f77f9c76,,
Doner Kebab Pizza Estambul 24horas,,https://www.google.com/maps/place/Doner+Kebab+Pizza+Estambul+24horas/data=!4m2!3m1!1s0xd418b28d779262d:0x1957378a76361b41,,
Manali Indian Cuisine,,https://www.google.com/maps/place/Manali+Indian+Cuisine/data=!4m2!3m1!1s0xd418bcf3e6737c9:0x546604e4e4bf7e75,,
Restaurante Goceco,,https://www.google.com/maps/place/Restaurante+Goceco/data=!4m2!3m1!1s0xd418a555cd45607:0xe369607ac3691e2e,,
Restaurante Yukatán Mexican & Mediterranean Food Fuenlabrada,,https://www.google.com/maps/place/Restaurante+Yukat%C3%A1n+Mexican+%26+Mediterranean+Food+Fuenlabrada/data=!4m2!3m1!1s0xd418b572002f7c1:0x5f24377b30b27955,,
Atelier de Goceco,,https://www.google.com/maps/place/Atelier+de+Goceco/data=!4m2!3m1!1s0xd418bb0d457893b:0xb7903c7202b72d7a,,
BANDIDOS BURGER - LA SERNA,,https://www.google.com/maps/place/BANDIDOS+BURGER+-+LA+SERNA/data=!4m2!3m1!1s0xd418ba5745736a5:0xa07b3d7a7631d952,,
Doppio Zero,,https://www.google.com/maps/place/Doppio+Zero/data=!4m2!3m1!1s0xd418bb43d86d2a9:0xb9934f1b84dc57a3,,
PORNEAT | Fuenlabrada,,https://www.google.com/maps/place/PORNEAT+%7C+Fuenlabrada/data=!4m2!3m1!1s0xd418b1c9f34a43d:0xd06dd9bbfb63a1d8,,
Restaurante LUME,,https://www.google.com/maps/place/Restaurante+LUME/data=!4m2!3m1!1s0xd418b793dc828c1:0x48d77c6ce7d3ce00,,
Bandidos Burger,,https://www.google.com/maps/place/Bandidos+Burger/data=!4m2!3m1!1s0xd418baa10251d67:0xd02a5bafe452c171,,
Trattoria Pizzeria Noi del Sud,,https://www.google.com/maps/place/Trattoria+Pizzeria+Noi+del+Sud/data=!4m2!3m1!1s0xd418ba644fb91b7:0xf3589d424e4fd306,,
